event_type,period,timestamp,possession_team,player,outcome,start_location_x,start_location_y
pass,1,00:33:05.860,Belgium,Nacer Chadli,Incomplete,92.0,13.0
pass,1,00:33:28.740,Belgium,Nacer Chadli,Complete,88.0,1.0
pass,1,00:33:36.700,Belgium,Eden Hazard,Complete,109.0,11.0
pass,1,00:33:38.540,Belgium,Nacer Chadli,Complete,93.0,7.0
pass,1,00:33:40.420,Belgium,Jan Vertonghen,Complete,72.0,15.0
pass,1,00:33:43.260,Belgium,Vincent Kompany,Complete,57.0,33.0
pass,1,00:33:44.980,Belgium,Axel Witsel,Complete,72.0,32.0
pass,1,00:33:46.180,Belgium,Kevin De Bruyne,Complete,83.0,24.0
pass,1,00:33:49.633,Belgium,Jan Vertonghen,Complete,71.0,14.0
pass,1,00:33:55.180,Belgium,Vincent Kompany,Complete,55.0,40.0
pass,1,00:33:57.033,Belgium,Toby Alderweireld,Complete,45.0,62.0
pass,1,00:34:00.740,Belgium,Marouane Fellaini-Bakkioui,Complete,58.0,78.0
pass,1,00:34:04.620,Belgium,Axel Witsel,Complete,64.0,66.0
pass,1,00:34:40.540,Brazil,José Paulo Bezzera Maciel Júnior,Complete,64.0,52.0
pass,1,00:34:44.100,Brazil,Willian Borges da Silva,Complete,68.0,73.0
pass,1,00:34:51.300,Brazil,Thiago Emiliano da Silva,Complete,62.0,45.0
pass,1,00:34:59.060,Brazil,Philippe Coutinho Correia,Complete,95.0,25.0
pass,1,00:35:00.620,Brazil,Neymar da Silva Santos Junior,Complete,91.0,21.0
pass,1,00:35:03.100,Brazil,Marcelo Vieira da Silva Júnior,Complete,105.0,11.0
pass,1,00:35:34.260,Belgium,Thibaut Courtois,Incomplete,6.0,40.0
pass,1,00:35:38.433,Belgium,Fernando Luiz Rosa,Incomplete,37.0,26.0
pass,1,00:35:40.540,Belgium,Marouane Fellaini-Bakkioui,Incomplete,80.0,52.0
pass,1,00:35:42.593,Brazil,Fernando Luiz Rosa,Complete,32.0,28.0
pass,1,00:35:46.980,Brazil,Marcelo Vieira da Silva Júnior,Complete,35.0,13.0
pass,1,00:35:50.380,Brazil,Philippe Coutinho Correia,Complete,42.0,24.0
pass,1,00:35:53.420,Brazil,Fernando Luiz Rosa,Complete,53.0,37.0
pass,1,00:35:57.100,Brazil,José Paulo Bezzera Maciel Júnior,Complete,54.0,54.0
pass,1,00:35:59.220,Brazil,Fágner Conserva Lemos,Complete,61.0,77.0
pass,1,00:36:03.580,Brazil,José Paulo Bezzera Maciel Júnior,Incomplete,54.0,77.0
pass,1,00:36:10.553,Brazil,Fágner Conserva Lemos,Complete,83.0,80.0
pass,1,00:36:15.580,Brazil,Willian Borges da Silva,Complete,83.0,66.0
pass,1,00:36:20.740,Brazil,Philippe Coutinho Correia,Complete,92.0,24.0
pass,1,00:36:22.780,Brazil,Neymar da Silva Santos Junior,Complete,105.0,21.0
pass,1,00:36:24.553,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,117.0,21.0
pass,1,00:36:32.420,Brazil,Neymar da Silva Santos Junior,Complete,120.0,2.0
pass,1,00:36:34.513,Brazil,Marcelo Vieira da Silva Júnior,Complete,113.0,3.0
pass,1,00:37:05.940,Brazil,Willian Borges da Silva,Incomplete,119.0,80.0
pass,1,00:37:08.740,Brazil,Nacer Chadli,Complete,18.0,23.0
pass,1,00:37:11.780,Brazil,Fernando Luiz Rosa,Complete,74.0,52.0
pass,1,00:37:20.140,Brazil,Neymar da Silva Santos Junior,Incomplete,99.0,25.0
pass,1,00:37:24.620,Brazil,Fernando Luiz Rosa,Complete,93.0,44.0
pass,1,00:37:29.740,Brazil,Willian Borges da Silva,Complete,99.0,63.0
pass,1,00:37:31.740,Brazil,Fernando Luiz Rosa,Incomplete,112.0,65.0
pass,1,00:37:38.220,Belgium,Kevin De Bruyne,Complete,46.0,24.0
pass,1,00:37:44.900,Belgium,Eden Hazard,Complete,92.0,27.0
pass,1,00:37:46.140,Belgium,Kevin De Bruyne,Complete,95.0,42.0
pass,1,00:37:48.060,Belgium,Romelu Lukaku Menama,Complete,99.0,51.0
pass,1,00:37:51.620,Belgium,Thomas Meunier,Complete,96.0,63.0
pass,1,00:37:54.420,Belgium,Marouane Fellaini-Bakkioui,Complete,89.0,57.0
pass,1,00:37:56.260,Belgium,Thomas Meunier,Complete,90.0,77.0
pass,1,00:37:58.260,Belgium,Marouane Fellaini-Bakkioui,Complete,86.0,68.0
pass,1,00:38:00.780,Belgium,Axel Witsel,Complete,82.0,39.0
pass,1,00:38:02.713,Belgium,Nacer Chadli,Complete,86.0,13.0
pass,1,00:38:04.513,Belgium,Jan Vertonghen,Complete,80.0,23.0
pass,1,00:38:06.380,Belgium,Axel Witsel,Complete,73.0,32.0
pass,1,00:38:07.153,Belgium,Eden Hazard,Complete,80.0,24.0
pass,1,00:38:08.300,Belgium,Axel Witsel,Complete,75.0,40.0
pass,1,00:38:09.180,Belgium,Eden Hazard,Complete,81.0,30.0
pass,1,00:38:10.060,Belgium,Axel Witsel,Complete,74.0,40.0
pass,1,00:38:13.900,Belgium,Eden Hazard,Complete,74.0,24.0
pass,1,00:38:15.660,Belgium,Jan Vertonghen,Complete,67.0,20.0
pass,1,00:38:18.700,Belgium,Vincent Kompany,Complete,45.0,43.0
pass,1,00:38:22.020,Belgium,Toby Alderweireld,Complete,42.0,58.0
pass,1,00:38:24.220,Belgium,Vincent Kompany,Complete,33.0,51.0
pass,1,00:38:29.020,Belgium,Thibaut Courtois,Incomplete,13.0,56.0
pass,1,00:38:32.220,Belgium,Marcelo Vieira da Silva Júnior,Incomplete,54.0,8.0
pass,1,00:38:35.100,Belgium,Marouane Fellaini-Bakkioui,Complete,57.0,53.0
pass,1,00:38:37.113,Belgium,Romelu Lukaku Menama,Complete,75.0,57.0
pass,1,00:38:39.940,Belgium,Kevin De Bruyne,Complete,72.0,41.0
pass,1,00:38:45.780,Belgium,Eden Hazard,Complete,100.0,29.0
pass,1,00:38:48.100,Belgium,Kevin De Bruyne,Incomplete,96.0,37.0
pass,1,00:38:54.780,Belgium,Jan Vertonghen,Complete,78.0,33.0
pass,1,00:38:57.460,Belgium,Toby Alderweireld,Complete,56.0,50.0
pass,1,00:39:02.420,Belgium,Thibaut Courtois,Complete,25.0,46.0
pass,1,00:39:04.340,Belgium,Toby Alderweireld,Complete,33.0,46.0
pass,1,00:39:05.980,Belgium,Thibaut Courtois,Complete,19.0,41.0
pass,1,00:39:11.660,Belgium,Thomas Meunier,Complete,53.0,77.0
pass,1,00:39:13.300,Belgium,Marouane Fellaini-Bakkioui,Complete,49.0,71.0
pass,1,00:39:16.740,Belgium,Axel Witsel,Complete,55.0,48.0
pass,1,00:39:18.260,Belgium,Vincent Kompany,Complete,42.0,47.0
pass,1,00:39:19.140,Belgium,Axel Witsel,Complete,53.0,47.0
pass,1,00:39:20.660,Belgium,Vincent Kompany,Complete,40.0,40.0
pass,1,00:39:23.140,Belgium,Jan Vertonghen,Complete,43.0,12.0
pass,1,00:39:25.100,Belgium,Nacer Chadli,Complete,72.0,6.0
pass,1,00:39:25.540,Belgium,Kevin De Bruyne,Complete,69.0,14.0
pass,1,00:39:26.580,Belgium,Nacer Chadli,Complete,63.0,12.0
pass,1,00:39:31.300,Belgium,Eden Hazard,Complete,72.0,16.0
pass,1,00:39:33.540,Belgium,Nacer Chadli,Complete,75.0,3.0
pass,1,00:41:15.700,Belgium,Nacer Chadli,Complete,120.0,2.0
pass,1,00:41:33.740,Brazil,José Paulo Bezzera Maciel Júnior,Complete,52.0,50.0
pass,1,00:41:36.153,Brazil,Fágner Conserva Lemos,Complete,53.0,76.0
pass,1,00:41:38.433,Brazil,Thiago Emiliano da Silva,Complete,47.0,56.0
pass,1,00:41:41.940,Brazil,João Miranda de Souza Filho,Complete,54.0,29.0
pass,1,00:41:44.153,Brazil,Philippe Coutinho Correia,Complete,62.0,26.0
pass,1,00:41:49.260,Brazil,Neymar da Silva Santos Junior,Complete,91.0,6.0
pass,1,00:41:51.500,Brazil,Marcelo Vieira da Silva Júnior,Complete,101.0,7.0
pass,1,00:42:00.140,Brazil,Neymar da Silva Santos Junior,Complete,98.0,17.0
pass,1,00:42:04.860,Brazil,Neymar da Silva Santos Junior,Complete,87.0,41.0
pass,1,00:42:09.113,Brazil,Willian Borges da Silva,Complete,104.0,65.0
pass,1,00:42:13.020,Belgium,Marouane Fellaini-Bakkioui,Complete,23.0,35.0
pass,1,00:42:14.313,Belgium,Kevin De Bruyne,Complete,27.0,30.0
pass,1,00:42:15.580,Belgium,Marouane Fellaini-Bakkioui,Complete,32.0,41.0
pass,1,00:42:19.580,Brazil,Willian Borges da Silva,Complete,58.0,54.0
pass,1,00:42:24.300,Brazil,Fernando Luiz Rosa,Incomplete,73.0,61.0
pass,1,00:42:38.140,Brazil,Marouane Fellaini-Bakkioui,Complete,37.0,52.0
pass,1,00:42:39.793,Brazil,Axel Witsel,Complete,29.0,52.0
pass,1,00:42:42.100,Brazil,Kevin De Bruyne,Complete,19.0,57.0
pass,1,00:42:44.340,Brazil,Thibaut Courtois,Complete,7.0,43.0
pass,1,00:42:49.020,Brazil,Jan Vertonghen,Complete,9.0,9.0
pass,1,00:42:51.180,Brazil,Eden Hazard,Incomplete,63.0,23.0
pass,1,00:42:53.940,Brazil,Thiago Emiliano da Silva,Complete,52.0,49.0
pass,1,00:42:57.900,Brazil,Marcelo Vieira da Silva Júnior,Complete,55.0,29.0
pass,1,00:42:58.793,Brazil,Philippe Coutinho Correia,Complete,59.0,31.0
pass,1,00:43:00.420,Brazil,Marcelo Vieira da Silva Júnior,Complete,53.0,30.0
pass,1,00:43:05.700,Brazil,Thiago Emiliano da Silva,Complete,54.0,47.0
pass,1,00:43:12.900,Brazil,Willian Borges da Silva,Complete,83.0,47.0
pass,1,00:43:19.060,Brazil,Marcelo Vieira da Silva Júnior,Complete,97.0,19.0
pass,1,00:43:20.420,Brazil,Philippe Coutinho Correia,Complete,91.0,32.0
pass,1,00:43:23.820,Brazil,Fernando Luiz Rosa,Complete,85.0,40.0
pass,1,00:43:25.860,Brazil,Philippe Coutinho Correia,Complete,87.0,26.0
pass,1,00:43:28.580,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,102.0,15.0
pass,1,00:43:39.300,Brazil,Philippe Coutinho Correia,Complete,73.0,15.0
pass,1,00:43:42.670,Brazil,Marcelo Vieira da Silva Júnior,Complete,98.0,8.0
pass,1,00:43:48.180,Brazil,Philippe Coutinho Correia,Complete,87.0,24.0
pass,1,00:43:56.833,Brazil,Willian Borges da Silva,Complete,96.0,55.0
pass,1,00:43:58.913,Brazil,Fernando Luiz Rosa,Complete,82.0,42.0
pass,1,00:44:00.873,Brazil,Philippe Coutinho Correia,Complete,86.0,30.0
pass,1,00:44:01.633,Brazil,Neymar da Silva Santos Junior,Complete,98.0,26.0
pass,1,00:44:07.340,Brazil,Philippe Coutinho Correia,Complete,103.0,23.0
pass,1,00:44:18.820,Brazil,João Miranda de Souza Filho,Complete,42.0,12.0
pass,1,00:44:20.900,Brazil,Thiago Emiliano da Silva,Complete,49.0,31.0
pass,1,00:44:25.340,Brazil,José Paulo Bezzera Maciel Júnior,Complete,63.0,42.0
pass,1,00:44:27.820,Brazil,Philippe Coutinho Correia,Complete,72.0,26.0
pass,1,00:44:29.660,Brazil,Marcelo Vieira da Silva Júnior,Complete,92.0,6.0
pass,1,00:44:33.220,Brazil,Neymar da Silva Santos Junior,Incomplete,110.0,14.0
pass,1,00:44:37.820,Brazil,Thomas Meunier,Complete,17.0,60.0
pass,1,00:44:43.660,Belgium,Kevin De Bruyne,Complete,57.0,45.0
pass,1,00:44:49.500,Belgium,Eden Hazard,Complete,64.0,17.0
pass,1,00:44:51.140,Belgium,Jan Vertonghen,Complete,51.0,16.0
pass,1,00:44:51.940,Belgium,Axel Witsel,Complete,47.0,30.0
pass,1,00:44:53.180,Belgium,Vincent Kompany,Complete,37.0,26.0
pass,1,00:44:55.820,Belgium,Marouane Fellaini-Bakkioui,Complete,50.0,59.0
pass,1,00:45:00.113,Belgium,Thomas Meunier,Complete,81.0,79.0
pass,1,00:45:02.260,Belgium,Marouane Fellaini-Bakkioui,Complete,68.0,75.0
pass,1,00:45:04.860,Belgium,Toby Alderweireld,Complete,56.0,65.0
pass,1,00:45:08.180,Belgium,Vincent Kompany,Complete,48.0,34.0
pass,1,00:45:11.060,Belgium,Jan Vertonghen,Complete,48.0,18.0
pass,1,00:45:15.220,Belgium,Thibaut Courtois,Incomplete,9.0,36.0
pass,1,00:45:21.273,Brazil,Fágner Conserva Lemos,Complete,34.0,75.0
pass,1,00:45:23.513,Brazil,Alisson Ramsés Becker,Complete,12.0,48.0
pass,1,00:45:26.713,Brazil,Thiago Emiliano da Silva,Complete,28.0,52.0
pass,1,00:45:29.100,Brazil,Fernando Luiz Rosa,Complete,39.0,41.0
pass,2,00:00:01.547,Belgium,Kevin De Bruyne,Complete,60.0,41.0
pass,2,00:00:03.427,Belgium,Axel Witsel,Complete,48.0,37.0
pass,2,00:00:05.667,Belgium,Jan Vertonghen,Complete,33.0,11.0
pass,2,00:00:07.627,Belgium,Vincent Kompany,Complete,27.0,29.0
pass,2,00:00:10.507,Belgium,Jan Vertonghen,Complete,30.0,13.0
pass,2,00:00:12.707,Belgium,Kevin De Bruyne,Complete,50.0,34.0
pass,2,00:00:15.987,Belgium,Kevin De Bruyne,Complete,52.0,34.0
pass,2,00:00:22.267,Belgium,Marouane Fellaini-Bakkioui,Complete,50.0,58.0
pass,2,00:00:24.707,Belgium,Vincent Kompany,Complete,41.0,52.0
pass,2,00:00:25.600,Belgium,Axel Witsel,Complete,51.0,39.0
pass,2,00:00:27.080,Belgium,Vincent Kompany,Complete,36.0,42.0
pass,2,00:00:32.867,Belgium,Jan Vertonghen,Complete,43.0,5.0
pass,2,00:00:33.920,Belgium,Axel Witsel,Complete,52.0,13.0
pass,2,00:00:35.067,Belgium,Nacer Chadli,Complete,62.0,3.0
pass,2,00:01:27.027,Belgium,Kevin De Bruyne,Complete,102.0,2.0
pass,2,00:01:28.547,Belgium,Eden Hazard,Complete,91.0,7.0
pass,2,00:01:30.707,Belgium,Axel Witsel,Complete,84.0,19.0
pass,2,00:01:34.027,Belgium,Eden Hazard,Complete,86.0,9.0
pass,2,00:01:37.667,Belgium,Thomas Meunier,Complete,66.0,38.0
pass,2,00:01:39.547,Belgium,Marouane Fellaini-Bakkioui,Complete,96.0,29.0
pass,2,00:01:43.387,Brazil,Fernando Luiz Rosa,Complete,20.0,59.0
pass,2,00:01:45.507,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,42.0,68.0
pass,2,00:02:21.427,Brazil,Neymar da Silva Santos Junior,Complete,82.0,50.0
pass,2,00:02:23.547,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,90.0,67.0
pass,2,00:02:25.427,Brazil,Gabriel Fernando de Jesus,Complete,95.0,67.0
pass,2,00:02:27.227,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,110.0,67.0
pass,2,00:02:32.027,Brazil,Axel Witsel,Incomplete,9.0,10.0
pass,2,00:02:37.200,Brazil,José Paulo Bezzera Maciel Júnior,Complete,84.0,73.0
pass,2,00:02:39.067,Brazil,Neymar da Silva Santos Junior,Complete,90.0,54.0
pass,2,00:02:43.387,Brazil,Jan Vertonghen,Incomplete,13.0,22.0
pass,2,00:02:50.227,Brazil,Fernando Luiz Rosa,Complete,49.0,71.0
pass,2,00:02:53.227,Brazil,Thiago Emiliano da Silva,Complete,32.0,58.0
pass,2,00:02:56.227,Brazil,Alisson Ramsés Becker,Complete,10.0,39.0
pass,2,00:02:58.067,Brazil,Marcelo Vieira da Silva Júnior,Complete,34.0,16.0
pass,2,00:03:01.107,Brazil,João Miranda de Souza Filho,Complete,31.0,26.0
pass,2,00:03:01.907,Brazil,Fernando Luiz Rosa,Complete,42.0,28.0
pass,2,00:03:03.800,Brazil,João Miranda de Souza Filho,Complete,38.0,26.0
pass,2,00:03:10.079,Brazil,Thiago Emiliano da Silva,Complete,62.0,40.0
pass,2,00:03:12.307,Brazil,Neymar da Silva Santos Junior,Complete,68.0,44.0
pass,2,00:03:13.387,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,76.0,46.0
pass,2,00:03:15.987,Brazil,Neymar da Silva Santos Junior,Complete,88.0,54.0
pass,2,00:03:20.547,Brazil,Gabriel Fernando de Jesus,Complete,111.0,61.0
pass,2,00:03:29.107,Belgium,Vincent Kompany,Complete,44.0,15.0
pass,2,00:03:31.307,Belgium,Kevin De Bruyne,Complete,65.0,39.0
pass,2,00:03:41.987,Brazil,Alisson Ramsés Becker,Complete,17.0,34.0
pass,2,00:03:43.267,Brazil,João Miranda de Souza Filho,Complete,21.0,26.0
pass,2,00:03:46.707,Brazil,Marcelo Vieira da Silva Júnior,Complete,38.0,24.0
pass,2,00:03:51.787,Brazil,Philippe Coutinho Correia,Complete,60.0,42.0
pass,2,00:03:55.067,Brazil,Gabriel Fernando de Jesus,Complete,74.0,75.0
pass,2,00:03:57.507,Brazil,Neymar da Silva Santos Junior,Complete,73.0,53.0
pass,2,00:04:02.227,Brazil,Philippe Coutinho Correia,Complete,95.0,32.0
pass,2,00:04:04.987,Brazil,Marcelo Vieira da Silva Júnior,Complete,97.0,17.0
pass,2,00:04:08.720,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,118.0,26.0
pass,2,00:04:20.787,Brazil,Neymar da Silva Santos Junior,Complete,93.0,19.0
pass,2,00:04:24.267,Brazil,Philippe Coutinho Correia,Complete,100.0,16.0
pass,2,00:04:26.267,Brazil,Marcelo Vieira da Silva Júnior,Complete,88.0,26.0
pass,2,00:04:55.387,Belgium,Thomas Meunier,Complete,45.0,80.0
pass,2,00:05:03.267,Brazil,Marcelo Vieira da Silva Júnior,Complete,50.0,1.0
pass,2,00:05:09.720,Brazil,Thiago Emiliano da Silva,Complete,49.0,43.0
pass,2,00:05:13.187,Brazil,Fágner Conserva Lemos,Complete,60.0,74.0
pass,2,00:05:15.027,Brazil,José Paulo Bezzera Maciel Júnior,Complete,66.0,76.0
pass,2,00:05:16.667,Brazil,Fágner Conserva Lemos,Complete,57.0,78.0
pass,2,00:05:23.027,Brazil,Thiago Emiliano da Silva,Complete,62.0,53.0
pass,2,00:05:23.827,Brazil,Fernando Luiz Rosa,Complete,65.0,41.0
pass,2,00:05:28.320,Brazil,Thiago Emiliano da Silva,Complete,66.0,46.0
pass,2,00:05:31.467,Brazil,Neymar da Silva Santos Junior,Complete,74.0,42.0
pass,2,00:05:33.280,Brazil,Philippe Coutinho Correia,Complete,83.0,26.0
pass,2,00:06:04.187,Belgium,Thibaut Courtois,Incomplete,4.0,30.0
pass,2,00:06:10.627,Belgium,Fágner Conserva Lemos,Incomplete,49.0,66.0
pass,2,00:06:15.147,Brazil,Fernando Luiz Rosa,Complete,66.0,70.0
pass,2,00:06:19.107,Brazil,Gabriel Fernando de Jesus,Complete,74.0,73.0
pass,2,00:06:22.707,Brazil,Philippe Coutinho Correia,Complete,71.0,33.0
pass,2,00:06:25.627,Brazil,Neymar da Silva Santos Junior,Complete,96.0,27.0
pass,2,00:06:27.707,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,116.0,19.0
pass,2,00:06:35.827,Brazil,Neymar da Silva Santos Junior,Complete,99.0,1.0
pass,2,00:06:37.587,Brazil,Philippe Coutinho Correia,Complete,92.0,6.0
pass,2,00:06:38.907,Brazil,Neymar da Silva Santos Junior,Complete,97.0,4.0
pass,2,00:06:50.987,Brazil,João Miranda de Souza Filho,Complete,57.0,25.0
pass,2,00:06:53.267,Brazil,Philippe Coutinho Correia,Complete,67.0,26.0
pass,2,00:07:15.947,Brazil,Philippe Coutinho Correia,Complete,86.0,7.0
pass,2,00:07:19.747,Brazil,Neymar da Silva Santos Junior,Complete,88.0,21.0
pass,2,00:07:24.027,Brazil,Philippe Coutinho Correia,Complete,93.0,17.0
pass,2,00:07:27.000,Brazil,Fernando Luiz Rosa,Complete,87.0,38.0
pass,2,00:07:29.027,Brazil,José Paulo Bezzera Maciel Júnior,Complete,95.0,58.0
pass,2,00:07:33.520,Brazil,Gabriel Fernando de Jesus,Incomplete,109.0,62.0
pass,2,00:07:38.187,Brazil,Eden Hazard,Incomplete,35.0,12.0
pass,2,00:07:39.747,Brazil,Fernando Luiz Rosa,Complete,71.0,57.0
pass,2,00:07:43.587,Brazil,Thiago Emiliano da Silva,Complete,64.0,46.0
pass,2,00:07:46.787,Brazil,Marcelo Vieira da Silva Júnior,Complete,68.0,26.0
pass,2,00:07:53.587,Brazil,Philippe Coutinho Correia,Complete,82.0,48.0
pass,2,00:07:54.280,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,95.0,49.0
pass,2,00:08:27.667,Brazil,Fernando Luiz Rosa,Complete,66.0,42.0
pass,2,00:08:33.187,Brazil,Thiago Emiliano da Silva,Complete,81.0,54.0
pass,2,00:08:36.067,Brazil,Neymar da Silva Santos Junior,Complete,86.0,39.0
pass,2,00:08:39.707,Brazil,Marcelo Vieira da Silva Júnior,Complete,106.0,17.0
pass,2,00:08:41.747,Brazil,Gabriel Fernando de Jesus,Incomplete,118.0,53.0
pass,2,00:08:46.227,Brazil,Eden Hazard,Incomplete,34.0,16.0
pass,2,00:08:47.920,Brazil,Fágner Conserva Lemos,Complete,75.0,62.0
pass,2,00:08:51.387,Brazil,Thiago Emiliano da Silva,Complete,83.0,69.0
pass,2,00:08:55.307,Brazil,José Paulo Bezzera Maciel Júnior,Complete,96.0,77.0
pass,2,00:08:57.507,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,98.0,78.0
pass,2,00:08:58.787,Brazil,Fágner Conserva Lemos,Complete,93.0,59.0
pass,2,00:09:03.387,Brazil,José Paulo Bezzera Maciel Júnior,Incomplete,119.0,47.0
pass,2,00:09:07.880,Belgium,Thomas Meunier,Complete,4.0,68.0
pass,2,00:09:14.027,Belgium,Romelu Lukaku Menama,Complete,55.0,69.0
pass,2,00:09:15.227,Brazil,João Miranda de Souza Filho,Complete,58.0,27.0
pass,2,00:09:18.920,Brazil,Fernando Luiz Rosa,Complete,48.0,29.0
pass,2,00:09:35.587,Brazil,Marcelo Vieira da Silva Júnior,Complete,120.0,2.0
pass,2,00:09:39.147,Brazil,Neymar da Silva Santos Junior,Incomplete,116.0,16.0
pass,2,00:09:44.267,Brazil,Fernando Luiz Rosa,Complete,67.0,43.0
pass,2,00:09:46.467,Brazil,Fágner Conserva Lemos,Complete,72.0,65.0
pass,2,00:09:49.987,Brazil,Thiago Emiliano da Silva,Complete,87.0,67.0
pass,2,00:09:56.427,Brazil,Marcelo Vieira da Silva Júnior,Complete,98.0,20.0
pass,2,00:11:23.387,Belgium,Thibaut Courtois,Incomplete,7.0,47.0
pass,2,00:11:26.587,Belgium,Fernando Luiz Rosa,Incomplete,47.0,27.0
pass,2,00:11:28.027,Belgium,Thomas Meunier,Complete,69.0,56.0
pass,2,00:11:31.587,Belgium,Toby Alderweireld,Complete,55.0,42.0
pass,2,00:11:35.747,Belgium,Jan Vertonghen,Complete,37.0,20.0
pass,2,00:11:38.867,Belgium,Vincent Kompany,Complete,30.0,35.0
pass,2,00:11:56.187,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,22.0,1.0
pass,2,00:11:57.227,Brazil,Marouane Fellaini-Bakkioui,Complete,76.0,77.0
pass,2,00:12:00.107,Brazil,Thomas Meunier,Incomplete,86.0,77.0
pass,2,00:12:25.307,Belgium,Thomas Meunier,Complete,87.0,80.0
pass,2,00:12:30.227,Brazil,Fernando Luiz Rosa,Complete,27.0,34.0
pass,2,00:12:33.907,Brazil,Douglas Costa de Souza,Complete,40.0,34.0
pass,2,00:12:36.267,Brazil,Philippe Coutinho Correia,Complete,50.0,26.0
pass,2,00:12:37.200,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,60.0,28.0
pass,2,00:12:39.187,Brazil,Marcelo Vieira da Silva Júnior,Complete,57.0,26.0
pass,2,00:12:42.947,Brazil,João Miranda de Souza Filho,Complete,46.0,29.0
pass,2,00:12:55.947,Brazil,Thomas Meunier,Incomplete,24.0,79.0
pass,2,00:13:00.427,Brazil,Marcelo Vieira da Silva Júnior,Complete,73.0,5.0
pass,2,00:13:07.587,Belgium,Axel Witsel,Complete,34.0,30.0
pass,2,00:13:10.427,Belgium,Jan Vertonghen,Complete,34.0,20.0
pass,2,00:13:38.987,Belgium,Toby Alderweireld,Complete,20.0,47.0
pass,2,00:13:54.307,Brazil,Fágner Conserva Lemos,Complete,64.0,80.0
pass,2,00:13:55.027,Brazil,José Paulo Bezzera Maciel Júnior,Complete,65.0,73.0
pass,2,00:13:57.067,Brazil,Fágner Conserva Lemos,Complete,59.0,78.0
pass,2,00:14:04.467,Brazil,Thiago Emiliano da Silva,Complete,55.0,55.0
pass,2,00:14:08.027,Brazil,Fernando Luiz Rosa,Complete,59.0,30.0
pass,2,00:14:15.027,Brazil,Philippe Coutinho Correia,Complete,75.0,39.0
pass,2,00:14:21.587,Brazil,Douglas Costa de Souza,Complete,96.0,57.0
pass,2,00:14:24.147,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,107.0,23.0
pass,2,00:14:26.960,Brazil,Fernando Luiz Rosa,Complete,91.0,43.0
pass,2,00:14:32.507,Brazil,Philippe Coutinho Correia,Complete,97.0,27.0
pass,2,00:14:34.627,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,96.0,42.0
pass,2,00:14:36.747,Belgium,Vincent Kompany,Complete,20.0,43.0
pass,2,00:14:41.627,Belgium,Eden Hazard,Complete,35.0,8.0
pass,2,00:14:45.307,Belgium,Nacer Chadli,Complete,20.0,3.0
pass,2,00:14:47.507,Belgium,Thibaut Courtois,Incomplete,2.0,29.0
pass,2,00:14:51.667,Belgium,Fernando Luiz Rosa,Incomplete,56.0,55.0
pass,2,00:15:09.907,Brazil,João Miranda de Souza Filho,Complete,56.0,34.0
pass,2,00:15:14.067,Brazil,José Paulo Bezzera Maciel Júnior,Complete,65.0,40.0
pass,2,00:15:15.947,Brazil,Fernando Luiz Rosa,Incomplete,58.0,33.0
pass,2,00:15:17.827,Brazil,Thomas Meunier,Complete,34.0,68.0
pass,2,00:15:20.067,Brazil,Romelu Lukaku Menama,Incomplete,54.0,62.0
pass,2,00:15:21.360,Brazil,João Miranda de Souza Filho,Complete,60.0,25.0
pass,2,00:15:22.467,Brazil,Philippe Coutinho Correia,Complete,64.0,27.0
pass,2,00:15:26.227,Brazil,José Paulo Bezzera Maciel Júnior,Complete,55.0,45.0
pass,2,00:15:28.987,Brazil,Fágner Conserva Lemos,Complete,55.0,59.0
pass,2,00:15:32.947,Brazil,Thiago Emiliano da Silva,Complete,63.0,45.0
pass,2,00:15:35.747,Belgium,Axel Witsel,Complete,39.0,36.0
pass,2,00:15:37.947,Belgium,Toby Alderweireld,Complete,26.0,43.0
pass,2,00:15:40.747,Belgium,Thibaut Courtois,Incomplete,6.0,30.0
pass,2,00:15:44.427,Brazil,João Miranda de Souza Filho,Complete,51.0,15.0
pass,2,00:15:51.227,Brazil,Marcelo Vieira da Silva Júnior,Complete,80.0,15.0
pass,2,00:15:57.947,Brazil,Douglas Costa de Souza,Complete,98.0,51.0
pass,2,00:16:01.547,Brazil,Philippe Coutinho Correia,Complete,93.0,38.0
pass,2,00:16:02.947,Brazil,Douglas Costa de Souza,Incomplete,86.0,47.0
pass,2,00:16:09.467,Belgium,Nacer Chadli,Complete,51.0,12.0
pass,2,00:16:12.867,Belgium,Kevin De Bruyne,Complete,74.0,32.0
pass,2,00:16:39.307,Brazil,Marcelo Vieira da Silva Júnior,Complete,76.0,27.0
